task_type,time,vertex,value
5,100,100,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,0,4,0
0,0,5,0
0,0,6,0
0,0,7,100
0,0,8,100
0,0,9,0
0,0,10,0
0,0,11,0
0,0,12,0
0,0,13,0
0,0,14,0
0,0,15,0
0,0,16,0
0,0,17,0
0,0,18,0
0,0,19,0
0,0,20,0
0,0,21,0
0,0,22,0
0,0,23,0
0,0,24,0
0,0,25,0
0,0,26,0
0,0,27,0
0,0,28,0
0,0,29,0
0,0,30,0
0,0,31,0
0,0,32,0
0,0,33,0
0,0,34,0
0,0,35,0
0,0,36,0
0,0,37,0
0,0,38,0
0,0,39,0
0,0,40,0
0,0,41,0
0,0,42,0
0,0,43,0
0,0,44,0
0,0,45,0
0,0,46,0
0,0,47,0
0,0,48,0
0,0,49,0
0,0,50,0
0,0,51,0
0,0,52,0
0,0,53,100
0,0,54,0
0,0,55,0
0,0,56,0
0,0,57,0
0,0,58,0
0,0,59,0
0,0,60,0
0,0,61,0
0,0,62,0
0,0,63,0
0,0,64,0
0,0,65,0
0,0,66,0
0,0,67,0
0,0,68,0
0,0,69,0
0,0,70,0
0,0,71,0
0,0,72,0
0,0,73,0
0,0,74,0
0,0,75,0
0,0,76,0
0,0,77,0
0,0,78,0
0,0,79,0
0,0,80,0
0,0,81,0
0,0,82,0
0,0,83,0
0,0,84,0
0,0,85,0
0,0,86,0
0,0,87,0
0,0,88,0
0,0,89,100
0,0,90,0
0,0,91,0
0,0,92,0
0,0,93,0
0,0,94,0
0,0,95,0
0,0,96,0
0,0,97,0
0,0,98,0
0,0,99,0
0,1,0,0
0,1,1,0
0,1,2,0
0,1,3,0
0,1,4,0
0,1,5,0
0,1,6,33
0,1,7,33
0,1,8,33
0,1,9,33
0,1,10,0
0,1,11,0
0,1,12,0
0,1,13,0
0,1,14,0
0,1,15,0
0,1,16,0
0,1,17,33
0,1,18,33
0,1,19,0
0,1,20,0
0,1,21,0
0,1,22,0
0,1,23,0
0,1,24,0
0,1,25,0
0,1,26,0
0,1,27,0
0,1,28,0
0,1,29,0
0,1,30,0
0,1,31,0
0,1,32,0
0,1,33,0
0,1,34,0
0,1,35,0
0,1,36,0
0,1,37,0
0,1,38,0
0,1,39,0
0,1,40,0
0,1,41,0
0,1,42,0
0,1,43,25
0,1,44,0
0,1,45,0
0,1,46,0
0,1,47,0
0,1,48,0
0,1,49,0
0,1,50,0
0,1,51,0
0,1,52,25
0,1,53,0
0,1,54,25
0,1,55,0
0,1,56,0
0,1,57,0
0,1,58,0
0,1,59,0
0,1,60,0
0,1,61,0
0,1,62,0
0,1,63,25
0,1,64,0
0,1,65,0
0,1,66,0
0,1,67,0
0,1,68,0
0,1,69,0
0,1,70,0
0,1,71,0
0,1,72,0
0,1,73,0
0,1,74,0
0,1,75,0
0,1,76,0
0,1,77,0
0,1,78,0
0,1,79,33
0,1,80,0
0,1,81,0
0,1,82,0
0,1,83,0
0,1,84,0
0,1,85,0
0,1,86,0
0,1,87,0
0,1,88,33
0,1,89,0
0,1,90,0
0,1,91,0
0,1,92,0
0,1,93,0
0,1,94,0
0,1,95,0
0,1,96,0
0,1,97,0
0,1,98,0
0,1,99,33
0,2,0,0
0,2,1,0
0,2,2,0
0,2,3,0
0,2,4,0
0,2,5,11
0,2,6,11
0,2,7,30
0,2,8,36
0,2,9,11
0,2,10,0
0,2,11,0
0,2,12,0
0,2,13,0
0,2,14,0
0,2,15,0
0,2,16,19
0,2,17,19
0,2,18,19
0,2,19,25
0,2,20,0
0,2,21,0
0,2,22,0
0,2,23,0
0,2,24,0
0,2,25,0
0,2,26,0
0,2,27,8
0,2,28,8
0,2,29,0
0,2,30,0
0,2,31,0
0,2,32,0
0,2,33,6
0,2,34,0
0,2,35,0
0,2,36,0
0,2,37,0
0,2,38,0
0,2,39,0
0,2,40,0
0,2,41,0
0,2,42,12
0,2,43,0
0,2,44,12
0,2,45,0
0,2,46,0
0,2,47,0
0,2,48,0
0,2,49,0
0,2,50,0
0,2,51,6
0,2,52,0
0,2,53,25
0,2,54,0
0,2,55,6
0,2,56,0
0,2,57,0
0,2,58,0
0,2,59,0
0,2,60,0
0,2,61,0
0,2,62,12
0,2,63,0
0,2,64,12
0,2,65,0
0,2,66,0
0,2,67,0
0,2,68,0
0,2,69,11
0,2,70,0
0,2,71,0
0,2,72,0
0,2,73,6
0,2,74,0
0,2,75,0
0,2,76,0
0,2,77,0
0,2,78,19
0,2,79,0
0,2,80,0
0,2,81,0
0,2,82,0
0,2,83,0
0,2,84,0
0,2,85,0
0,2,86,0
0,2,87,8
0,2,88,0
0,2,89,36
0,2,90,0
0,2,91,0
0,2,92,0
0,2,93,0
0,2,94,0
0,2,95,0
0,2,96,0
0,2,97,0
0,2,98,25
0,2,99,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,3,4,3
0,3,5,3
0,3,6,18
0,3,7,20
0,3,8,20
0,3,9,20
0,3,10,0
0,3,11,0
0,3,12,0
0,3,13,0
0,3,14,0
0,3,15,8
0,3,16,8
0,3,17,21
0,3,18,27
0,3,19,10
0,3,20,0
0,3,21,0
0,3,22,0
0,3,23,1
0,3,24,0
0,3,25,0
0,3,26,6
0,3,27,6
0,3,28,6
0,3,29,10
0,3,30,0
0,3,31,0
0,3,32,4
0,3,33,0
0,3,34,4
0,3,35,0
0,3,36,0
0,3,37,2
0,3,38,2
0,3,39,0
0,3,40,0
0,3,41,4
0,3,42,0
0,3,43,14
0,3,44,0
0,3,45,4
0,3,46,0
0,3,47,0
0,3,48,0
0,3,49,0
0,3,50,1
0,3,51,0
0,3,52,14
0,3,53,0
0,3,54,14
0,3,55,0
0,3,56,1
0,3,57,0
0,3,58,0
0,3,59,3
0,3,60,0
0,3,61,4
0,3,62,0
0,3,63,14
0,3,64,0
0,3,65,4
0,3,66,0
0,3,67,0
0,3,68,8
0,3,69,0
0,3,70,0
0,3,71,0
0,3,72,4
0,3,73,0
0,3,74,4
0,3,75,0
0,3,76,0
0,3,77,6
0,3,78,0
0,3,79,20
0,3,80,0
0,3,81,0
0,3,82,0
0,3,83,1
0,3,84,0
0,3,85,0
0,3,86,2
0,3,87,0
0,3,88,27
0,3,89,0
0,3,90,0
0,3,91,0
0,3,92,0
0,3,93,0
0,3,94,0
0,3,95,0
0,3,96,0
0,3,97,10
0,3,98,0
0,3,99,20
0,4,0,0
0,4,1,0
0,4,2,0
0,4,3,1
0,4,4,1
0,4,5,9
0,4,6,10
0,4,7,18
0,4,8,23
0,4,9,10
0,4,10,0
0,4,11,0
0,4,12,0
0,4,13,0
0,4,14,3
0,4,15,3
0,4,16,15
0,4,17,17
0,4,18,17
0,4,19,20
0,4,20,0
0,4,21,0
0,4,22,1
0,4,23,0
0,4,24,1
0,4,25,3
0,4,26,3
0,4,27,9
0,4,28,12
0,4,29,5
0,4,30,0
0,4,31,2
0,4,32,0
0,4,33,6
0,4,34,0
0,4,35,2
0,4,36,2
0,4,37,2
0,4,38,2
0,4,39,3
0,4,40,1
0,4,41,0
0,4,42,9
0,4,43,0
0,4,44,9
0,4,45,0
0,4,46,1
0,4,47,0
0,4,48,0
0,4,49,1
0,4,50,0
0,4,51,6
0,4,52,0
0,4,53,14
0,4,54,0
0,4,55,6
0,4,56,0
0,4,57,0
0,4,58,3
0,4,59,0
0,4,60,1
0,4,61,0
0,4,62,9
0,4,63,0
0,4,64,9
0,4,65,0
0,4,66,1
0,4,67,3
0,4,68,0
0,4,69,10
0,4,70,0
0,4,71,2
0,4,72,0
0,4,73,6
0,4,74,0
0,4,75,2
0,4,76,2
0,4,77,0
0,4,78,17
0,4,79,0
0,4,80,0
0,4,81,0
0,4,82,1
0,4,83,0
0,4,84,1
0,4,85,0
0,4,86,0
0,4,87,12
0,4,88,0
0,4,89,23
0,4,90,0
0,4,91,0
0,4,92,0
0,4,93,0
0,4,94,0
0,4,95,0
0,4,96,3
0,4,97,0
0,4,98,20
0,4,99,0
0,5,0,0
0,5,1,0
0,5,2,0
0,5,3,0
0,5,4,4
0,5,5,4
0,5,6,13
0,5,7,15
0,5,8,15
0,5,9,14
0,5,10,0
0,5,11,0
0,5,12,0
0,5,13,1
0,5,14,1
0,5,15,8
0,5,16,9
0,5,17,16
0,5,18,22
0,5,19,11
0,5,20,0
0,5,21,0
0,5,22,0
0,5,23,2
0,5,24,1
0,5,25,2
0,5,26,7
0,5,27,9
0,5,28,9
0,5,29,11
0,5,30,1
0,5,31,0
0,5,32,4
0,5,33,0
0,5,34,4
0,5,35,1
0,5,36,2
0,5,37,3
0,5,38,5
0,5,39,2
0,5,40,0
0,5,41,5
0,5,42,0
0,5,43,9
0,5,44,0
0,5,45,4
0,5,46,0
0,5,47,1
0,5,48,1
0,5,49,1
0,5,50,2
0,5,51,0
0,5,52,9
0,5,53,0
0,5,54,9
0,5,55,0
0,5,56,2
0,5,57,1
0,5,58,0
0,5,59,4
0,5,60,0
0,5,61,5
0,5,62,0
0,5,63,9
0,5,64,0
0,5,65,4
0,5,66,1
0,5,67,0
0,5,68,9
0,5,69,0
0,5,70,1
0,5,71,0
0,5,72,4
0,5,73,0
0,5,74,4
0,5,75,0
0,5,76,0
0,5,77,9
0,5,78,0
0,5,79,15
0,5,80,0
0,5,81,0
0,5,82,0
0,5,83,2
0,5,84,0
0,5,85,0
0,5,86,5
0,5,87,0
0,5,88,22
0,5,89,0
0,5,90,0
0,5,91,0
0,5,92,0
0,5,93,0
0,5,94,0
0,5,95,1
0,5,96,0
0,5,97,11
0,5,98,0
0,5,99,14
0,6,0,0
0,6,1,0
0,6,2,0
0,6,3,1
0,6,4,2
0,6,5,8
0,6,6,9
0,6,7,13
0,6,8,18
0,6,9,9
0,6,10,0
0,6,11,0
0,6,12,0
0,6,13,1
0,6,14,4
0,6,15,5
0,6,16,12
0,6,17,15
0,6,18,15
0,6,19,16
0,6,20,0
0,6,21,0
0,6,22,2
0,6,23,0
0,6,24,2
0,6,25,5
0,6,26,5
0,6,27,9
0,6,28,12
0,6,29,6
0,6,30,0
0,6,31,3
0,6,32,0
0,6,33,5
0,6,34,0
0,6,35,3
0,6,36,3
0,6,37,4
0,6,38,4
0,6,39,5
0,6,40,2
0,6,41,0
0,6,42,7
0,6,43,0
0,6,44,7
0,6,45,0
0,6,46,2
0,6,47,2
0,6,48,2
0,6,49,2
0,6,50,0
0,6,51,5
0,6,52,0
0,6,53,9
0,6,54,0
0,6,55,5
0,6,56,1
0,6,57,1
0,6,58,4
0,6,59,0
0,6,60,2
0,6,61,0
0,6,62,7
0,6,63,0
0,6,64,7
0,6,65,0
0,6,66,2
0,6,67,5
0,6,68,0
0,6,69,9
0,6,70,0
0,6,71,3
0,6,72,0
0,6,73,5
0,6,74,0
0,6,75,2
0,6,76,4
0,6,77,0
0,6,78,15
0,6,79,0
0,6,80,0
0,6,81,0
0,6,82,2
0,6,83,0
0,6,84,2
0,6,85,1
0,6,86,0
0,6,87,12
0,6,88,0
0,6,89,18
0,6,90,0
0,6,91,0
0,6,92,0
0,6,93,0
0,6,94,0
0,6,95,0
0,6,96,5
0,6,97,0
0,6,98,16
0,6,99,0
0,7,0,0
0,7,1,0
0,7,2,0
